Fecha,Semana,DiaMes,Mes,DiasSem,KG_15EMPA09,KG_15EMPA10,KG_15PREM01,KG_15MEZC08,KG_15MOLI07,KG_15AHUM10,KG_15FORM02,KG_15SEPA02,KG_15MEZC06,KG_15AHUM01,KG_15FORM01,KG_15SEPA01,KG_15AHUM09,KG_15EMBU01,KG_15EMPM06,KG_15TUNE01,KG_15MEZC07,KG_15MOLI01,KG_15MOLI06,KG_15EMPA11,KG_15EMPM01,KG_15MEZC05,KG_15MOLI03,KG_15HORN01,KG_15PORC03,KG_15TUNE03,KG_15EMPA06,KG_15EMPA02,KG_15MOLI02,KG_15SELL02,KG_15MEZC04,KG_15MOLI08,KG_15TUNE02,KG_15PORC01,KG_15TUNE04,KG_15EMBU03,KG_15EMPA08,KG_15EMPM05,KG_15COCI01,KG_15EMPA04,KG_15TAJA02,KG_15EMUL01,KG_15SELL05,KG_15DOSI01,KG_15SELL06,KG_15SELL03,Hrs_15EMPA09,Hrs_15EMPA10,Hrs_15PREM01,Hrs_15MEZC08,Hrs_15MOLI07,Hrs_15AHUM10,Hrs_15FORM02,Hrs_15SEPA02,Hrs_15MEZC06,Hrs_15AHUM01,Hrs_15FORM01,Hrs_15SEPA01,Hrs_15AHUM09,Hrs_15EMBU01,Hrs_15EMPM06,Hrs_15TUNE01,Hrs_15MEZC07,Hrs_15MOLI01,Hrs_15MOLI06,Hrs_15EMPA11,Hrs_15EMPM01,Hrs_15MEZC05,Hrs_15MOLI03,Hrs_15HORN01,Hrs_15PORC03,Hrs_15TUNE03,Hrs_15EMPA06,Hrs_15EMPA02,Hrs_15MOLI02,Hrs_15SELL02,Hrs_15MEZC04,Hrs_15MOLI08,Hrs_15TUNE02,Hrs_15PORC01,Hrs_15TUNE04,Hrs_15EMBU03,Hrs_15EMPA08,Hrs_15EMPM05,Hrs_15COCI01,Hrs_15EMPA04,Hrs_15TAJA02,Hrs_15EMUL01,Hrs_15SELL05,Hrs_15DOSI01,Hrs_15SELL06,Hrs_15SELL03,energia
14/03/2018,11,14,3,3,23405,23485,21,45714,51721,43403,45714,43403,25298,24241,25426,24241,48416,48663,45228,48416,48663,48663,48663,5566,13842,6379,6379,5566,5566,5566,469,19722,39447,9699,14367,14367,10548,10518,14285,3820,3767,3767,3820,2961,2961,3190,819,0,1194,0,12.76,13.37,0.41,8.81,9.92,12.28,48.99,39.84,6.83,8.71,27.11,26,48.22,16.06,7.4,42.17,17.63,9.84,5.69,14.64,20.77,11.45,1.82,14.13,14.07,14.02,0.51,15.26,4.42,9.45,11.97,2.63,6.71,10.84,17.36,4.08,4,3.67,3.42,10.7,10.7,0.34,1.85,0,3.01,0,36049.32
15/03/2018,11,15,3,4,31300,30175,24,60906,80311,58384,61054,58384,21888,20572,21955,20572,51835,52162,49258,51835,52162,47495,52162,5518,9319,3925,3925,3795,3795,3795,8286,10170,32477,7773,9347,9347,9347,9319,9319,0,0,0,0,2393,2393,2578,1546,4977,0,0,12.88,11.18,0.45,11.64,15.64,12.01,49.33,45.52,6.23,9.23,29.96,27.57,53.54,20.15,8.95,46.62,18.94,9.76,5.89,28.59,11.83,7.1,1.62,13.97,13.94,13.91,10.66,9.95,3.94,7.16,8.26,1.85,5.94,9.6,12.4,0,0,0,0,8.65,8.65,0.27,3.12,21.29,0,0,35566.2
16/03/2018,11,16,3,5,25024,29815,31,58949,62896,55922,58949,55922,23166,22224,23280,22224,54945,55280,51381,54945,55280,55280,55280,6582,14220,7555,7555,6582,6582,6582,363,22326,40123,7812,15082,15082,10954,10910,14970,4128,4060,4060,4128,3309,3309,3566,3098,0,1185,0,14.53,17.44,0.61,11.48,11.9,15.7,63.52,51.68,6.25,7.88,24.41,23.52,56.44,19.87,8.82,47.9,19.97,11.19,6.5,17.2,26.17,13.82,2.22,16.62,16.56,16.5,0.4,17.19,4.39,7.19,12.71,2.78,6.94,11.19,18.05,4.34,4.43,3.97,3.69,11.96,11.96,0.38,6.25,0,2.99,0,36418.32
17/03/2018,11,17,3,6,24412,27934,17,53497,73488,51345,53617,51345,22446,21060,22504,21060,41244,41443,41244,41244,41443,36762,41443,6620,10892,7599,7599,6620,6620,6620,6622,12969,26297,4545,11596,11596,7598,7560,11496,3998,3936,3936,3998,0,0,0,3015,0,1178,0,8.82,9.42,0.32,10.09,14.43,9.9,41.16,38.57,6.52,9.81,31.89,29.29,38.58,14.17,7.2,35.82,14.87,7.6,4.64,17.3,23.04,13.9,2.23,16.72,16.66,16.6,8.12,12.8,3.18,4.19,9.71,2.11,4.8,7.72,13.55,4.23,4.25,3.84,3.58,0,0,0,6.33,0,2.97,0,34740
18/03/2018,11,18,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13777.92
19/03/2018,12,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15536.16
20/03/2018,12,20,3,2,24332,27848,25,52098,56803,49491,52098,49491,24059,23036,24203,23036,43776,44067,43776,43776,44067,39399,44067,5146,13359,3431,3431,3368,3368,3368,335,19427,39499,9507,17467,17467,13409,13359,17356,4058,3997,3997,4058,0,0,0,3102,5146,0,750,13.75,15.92,0.49,10.02,10.75,13.61,55.65,44.1,6.42,8.27,25.88,24.61,45.62,15.77,7.33,39.6,15.72,8.15,5.02,28.32,19.98,4.43,1.4,12.97,12.94,12.91,0.37,14.82,4.32,8.75,15.32,3.3,8.94,13.94,23.72,4.3,4.3,3.9,3.63,0,0,0,6.25,22.31,0,2,35305.92
21/03/2018,12,21,3,3,31387,27806,25,60027,74448,57372,60134,57372,22159,20831,22230,20831,43406,43675,39920,43406,43675,43675,43675,6679,13030,7674,7674,6679,6679,6679,8166,10346,28699,8373,16549,16549,10904,10860,16415,5645,5555,5555,5645,3237,3237,3488,2487,0,2354,0,14.86,10.58,0.46,11.88,14.37,12.81,52.75,46.71,6.3,9.33,30.27,27.85,46.56,15.15,6.33,39.32,15.89,8.82,5.1,17.21,21.54,14.76,2.25,16.73,16.68,16.62,10.48,9.99,3.62,8.2,13.73,2.99,6.91,11.14,19.3,5.95,6.03,5.43,5.05,11.7,11.7,0.37,5.01,0,5.94,0,36489.24
22/03/2018,12,22,3,4,28910,24389,23,56058,58084,53199,56059,53199,20937,20096,21066,20096,48654,48954,45375,48654,48954,44270,48954,3442,9202,2315,2315,2273,2273,2273,0,19418,44471,7632,13237,13237,9230,9202,13155,4007,3953,3953,4007,3045,3045,3281,1570,3442,0,0,16.09,13.53,0.46,10.96,11.24,14.93,58.77,49.36,5.54,6.98,21.68,20.75,50.56,18.19,8.05,43.41,17.75,9.06,5.61,22.73,11.78,2.99,0.94,8.75,8.73,8.71,0,14.48,5.15,7.03,10.96,2.4,5.86,9.48,15.78,4.28,4.19,3.85,3.58,11,11,0.35,3.17,16.76,0,0,34500.96
23/03/2018,12,23,3,5,34260,27870,24,63131,83877,60257,63243,60257,20746,19481,20798,19481,45441,45714,40784,45441,45714,45714,45714,6561,12583,7531,7531,6561,6561,6561,5604,11458,32893,7748,13423,13423,7702,9299,13341,4098,4042,4042,4098,4324,4324,4660,1551,0,1179,0,15.06,11.05,0.46,12.29,16.43,13.68,53.18,52.11,5.95,8.86,28.76,26.47,49.33,15.16,6.31,41.37,16.69,9.24,5.37,17.14,20.21,13.78,2.21,16.56,16.51,16.45,8.74,11.03,4.11,7.11,12.35,2.66,4.89,9.44,14.37,4.37,4.29,3.94,3.67,15.63,15.63,0.5,3.13,0,2.97,0,35776.8
24/03/2018,12,24,3,6,24988,22449,21,45687,47836,43349,45688,43349,23733,22679,23884,22679,42553,42832,42553,42553,42832,40551,42832,6600,12915,7584,7584,6600,6600,6600,3073,14965,37939,7686,13416,13416,10813,10769,13337,2603,2568,2568,2603,0,0,0,3083,0,2332,0,13.83,12.37,0.42,9.03,9.11,12.47,50.11,39.25,6.35,8.35,26.26,24.83,43.31,15.58,7.21,37.5,15.36,8.39,4.87,17.01,22.69,14.59,2.23,16.54,16.48,16.43,5.13,11.21,4.36,7.08,11.52,2.54,6.85,11.05,16.66,2.78,2.72,2.5,2.33,0,0,0,6.22,0,5.88,0,33651.36
25/03/2018,12,25,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15278.76
26/03/2018,13,26,3,1,32796,26656,20,62895,79809,60152,63023,60152,19459,18251,19494,18251,43173,43446,40683,43173,43446,43446,43446,5398,15469,6188,6188,5398,5398,5398,8304,10092,36681,9183,16235,16235,12295,12249,16130,3941,3881,3881,3941,2312,2312,2492,3066,0,1152,0,13.7,9.96,0.37,12.11,15.77,13.23,50.92,50.45,5.63,8.42,27.38,25.21,45.48,15.32,6.57,38.59,15.7,8.78,5.07,14.2,27.04,11.11,1.76,13.7,13.65,13.6,10.55,10.01,4.6,8.46,13.74,3.02,7.79,12.58,19.73,4.17,4.18,3.79,3.52,8.36,8.36,0.26,6.18,0,2.91,0,34742.64
27/03/2018,13,27,3,2,29951,22516,21,52544,54693,49838,52544,49838,26389,25399,26567,25399,42831,43092,39837,42831,43092,43092,43092,3248,9956,3733,3733,3248,3248,3248,240,21882,45584,6765,8950,8950,8950,8920,8920,0,0,0,0,2781,2781,2996,1366,0,1170,789,17.09,12.7,0.43,10.47,10.61,14.42,56.93,45.99,6.87,8.41,25.99,24.98,45.01,14.92,6.32,38.25,15.8,8.83,4.9,8.37,15.12,7.19,1.1,8.14,8.11,8.08,0.26,15.2,5.39,6.48,8.49,1.83,6.15,9.41,14.42,0,0,0,0,10.05,10.05,0.32,3.05,0,2.95,2.1,34334.64
28/03/2018,13,28,3,3,31706,29473,18,58728,62635,56116,58861,56116,14697,13823,14756,13823,23323,23482,23323,23323,23482,21194,23482,3255,20337,3725,3725,3255,3255,3255,2493,7427,34722,15201,22464,22464,18316,18261,22345,4148,4084,4084,4148,0,0,0,3060,0,1178,0,14.36,12.11,0.34,11.62,12.31,12.9,53.24,45.9,4.18,6.22,20.18,18.53,22.85,9.84,4.59,20.08,8.38,4.34,2.67,8.59,29.16,6.7,1.01,8.29,8.26,8.22,3.92,7.27,4.27,14,19.09,4.22,11.64,18.81,27.87,4.39,4.41,3.99,3.71,0,0,0,6.17,0,2.97,0,32730.84
29/03/2018,13,29,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5562,0,0,0,0,0,0,0,0,2583,5597,5597,5597,5562,5562,0,0,0,0,0,0,0,2979,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.68,0,0,0,0,0,0,0,0,2.38,5.18,1.14,3.52,5.66,7.46,0,0,0,0,0,0,0,6.01,0,0,0,14448.96
30/03/2018,13,30,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13924.44
31/03/2018,13,31,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13299.84
01/04/2018,13,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15277.32
02/04/2018,14,2,4,1,26568,24468,21,52583,53420,49844,52584,49844,22878,21903,23003,21903,35412,35638,34482,35412,35638,30961,35638,3212,2156,3684,3684,3212,3212,3212,365,19707,41477,0,4029,4029,0,0,3967,4029,3967,3967,4029,863,863,930,0,0,0,0,14.69,14.47,0.41,10.35,10.25,14.53,57.15,46.76,6.14,7.91,24.72,23.56,36.02,13.88,6.43,31.74,12.87,6.43,3.99,8.5,6.14,6.4,1.09,8.17,8.14,8.11,0.4,15.12,4.74,0,2.82,0.58,0,0,3.46,4.26,4.28,3.87,3.6,3.12,3.12,0.1,0,0,0,0,33067.8
03/04/2018,14,3,4,2,32782,27021,18,64183,75990,61398,64324,61398,19425,18218,19460,18218,36169,36400,33985,36169,36400,31751,36400,3328,11865,3824,3824,3328,3328,3328,8080,11175,37735,8145,16393,16393,10839,10795,16267,5554,5472,5472,5554,2028,2028,2185,2650,0,1176,0,14.9,9.88,0.35,12.61,14.91,13.59,54.55,50.3,5.63,8.41,27.36,25.18,37.55,14.31,6.12,32.05,13.27,6.59,4.07,8.57,18.7,7.36,1.12,8.34,8.31,8.28,10.27,10.91,4.78,7.86,13.61,2.97,6.86,11.07,19.21,5.89,5.87,5.34,4.97,7.33,7.33,0.23,5.34,0,2.97,0,33350.04
04/04/2018,14,4,4,3,24340,28766,22,53989,70174,51344,53989,51344,24349,23345,24475,23345,0,0,0,0,0,0,0,4410,3244,5045,5045,4410,4410,4410,364,20727,31264,0,2675,2675,0,0,2638,2675,2638,2638,2675,0,0,0,0,0,1166,0,12.68,14.22,0.42,10.3,13.55,13.02,52.43,46.11,6.56,8.32,25.84,24.82,0,0,0,0,0,0,0,11.73,9.24,8.81,1.37,11.29,11.24,11.19,0.4,15.84,3.47,0,1.87,0.39,0,0,2.35,2.85,2.8,2.57,2.39,0,0,0,0,0,2.94,0,30240
05/04/2018,14,5,4,4,28830,28338,22,56717,64959,54111,56820,54111,19137,17982,19191,17982,38376,38617,35922,38376,38617,33972,38617,3220,11789,3699,3699,3220,3220,3220,3995,10367,32140,9216,16385,16385,10788,10758,16273,5597,5515,5515,5597,2279,2279,2455,1542,0,1175,0,13.41,13.06,0.41,11.15,12.45,12.91,53.05,45.5,5.45,8.08,26.24,24.16,40.92,13.83,6.25,35.07,13.8,6.87,4.55,8.29,16.04,7.13,1.08,8.07,8.04,8.01,6.04,10.01,3.78,8.49,13.42,2.93,6.86,11.09,19.16,5.94,5.92,5.38,5.01,8.23,8.23,0.26,3.11,0,2.96,0,33980.76
06/04/2018,14,6,4,5,28395,28977,25,57586,59681,54671,57587,54671,24274,23305,24417,23305,42007,42270,39328,42007,42270,42270,42270,0,9220,0,0,0,0,0,241,19724,45410,7668,9248,9248,9248,9220,9220,0,0,0,0,2487,2487,2680,1552,0,0,0,15.6,16.43,0.49,11.14,11.46,15.31,61.47,49.66,6.46,8.1,25.1,24.14,44.2,14.96,6.37,37.7,15.35,8.53,4.9,0,11.75,0,0,0,0,0,0.26,14.7,5.07,7.06,8.17,1.83,5.88,9.5,12.27,0,0,0,0,8.99,8.99,0.28,3.13,0,0,0,30984.48
07/04/2018,14,7,4,6,29936,33109,16,68635,67284,65880,68814,65880,1206,1126,1206,1126,44702,44976,41581,44702,44976,40331,44976,6663,8359,7656,7656,6663,6663,6663,3583,0,37086,6198,8848,8848,6207,6198,8803,2641,2605,2605,2641,2899,2899,3123,0,0,2356,0,10.69,11.31,0.3,12.98,13.79,12.76,52.53,50.05,0.36,0.56,1.82,1.67,45.96,18.31,8.07,39.96,16.41,8.31,5.08,17.17,11.71,14.73,2.25,16.69,16.64,16.58,3.43,0,4.5,5.71,7.21,1.59,3.96,6.42,10.55,2.82,2.76,2.54,2.36,10.47,10.47,0.33,0,0,5.94,0,32691.24
08/04/2018,14,8,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15717.24
09/04/2018,15,9,4,1,22959,24560,17,54595,48613,51856,54596,51856,18597,17859,18693,17859,37386,37627,35548,37386,37627,33029,37627,5746,11068,4841,4841,4479,4479,4479,0,21583,45406,7596,11258,11258,10046,10015,11205,1213,1191,1191,1213,1707,1707,1839,1556,3547,1145,863,13.39,14.32,0.35,10.59,9.35,14.42,58.79,46.23,4.98,6.21,19.24,18.53,37.6,15.57,6.94,32.53,13.67,6.84,4.22,17.58,16.67,7.74,1.63,14.34,14.3,14.26,0,16.04,5.08,6.99,10.32,2.22,6.89,10.57,17.11,1.26,1.32,1.17,1.08,6.17,6.17,0.2,3.14,11.66,2.89,2.3,33549.84
10/04/2018,15,10,4,2,37070,33934,26,68852,89987,65841,69001,65841,23499,22107,23584,22107,37945,38177,35950,37945,38177,33510,38177,4851,10885,4828,4828,4331,4331,4331,6211,10152,33810,7803,12811,12811,8734,8707,12715,4077,4008,4008,4077,1853,1853,1997,904,1606,0,0,16.14,12.6,0.48,13.47,17.58,14.2,57.97,53.73,6.64,9.8,31.78,29.24,39.7,13.56,6.28,34.32,13.6,6.78,4.5,24,16.07,7.89,1.55,12.44,12.4,12.36,9.68,9.93,4.23,7.66,10.58,2.31,5.55,8.97,15.02,4.28,4.38,3.92,3.65,6.7,6.7,0.21,1.82,10.15,0,0,35478.72
11/04/2018,15,11,4,3,20397,24691,19,48380,43941,45970,48380,45970,14652,14159,14738,14159,39510,39752,37134,39510,39752,39752,39752,3330,13550,3810,3810,3330,3330,3330,0,14567,38660,10755,15554,15554,11452,11421,15461,4102,4040,4040,4102,2207,2207,2378,666,0,1201,0,11.39,14.13,0.38,9.25,8.51,12.57,51.23,40.87,3.86,4.52,13.67,13.51,40.94,14.25,6.16,35.16,14.62,8.2,4.46,8.79,17.84,6.85,1.04,8.48,8.45,8.41,0,10.59,4.23,10.6,12.94,2.85,7.28,11.78,18.73,4.34,4.35,3.94,3.67,7.97,7.97,0.25,1.34,0,3.03,0,34254.72
12/04/2018,15,12,4,4,36886,28279,26,66505,87022,63484,66629,63484,25568,24020,25653,24020,41274,41541,38868,41274,41541,36859,41541,4810,12925,4776,4776,4287,4287,4287,7217,14519,38423,7713,13472,13472,10835,10791,13392,2637,2601,2601,2637,2235,2235,2408,3078,1617,0,0,16.88,11.27,0.48,13.08,16.95,14.91,57.58,55.14,7.35,10.99,35.7,32.78,43.54,15.38,6.79,37.45,14.91,7.44,4.83,23.97,22.67,7.8,1.53,12.33,12.29,12.25,9.18,13.99,4.88,7.1,11.56,2.54,6.86,11.07,16.72,2.81,2.76,2.53,2.36,8.07,8.07,0.26,6.21,10.22,0,0,35078.76
13/04/2018,15,13,4,5,26168,29709,25,57725,61409,54851,57726,54851,25626,24520,25770,24520,41396,41664,40775,41396,41664,39362,41664,5539,9569,5491,5491,4916,4916,4916,1724,21129,45140,5430,12302,12302,8537,8497,12206,3765,3709,3709,3765,577,577,621,3067,1744,1151,0,14.67,16.93,0.49,11.06,11.61,15.02,61.39,48.71,6.8,8.75,27.41,26.08,42.34,15.26,6.98,36.61,15.01,8.15,4.73,15.99,17.56,11.44,1.83,13.91,13.87,13.84,2.35,16.26,4.94,5,10.37,2.26,5.4,8.69,14.61,3.99,3.98,3.62,3.37,2.08,2.08,0.07,6.18,5.73,2.9,0,34299.72
14/04/2018,15,14,4,6,25553,25626,10,53330,53620,51267,53495,51267,2771,2653,2811,2653,0,0,0,0,0,0,0,0,9297,0,0,0,0,0,2394,0,45260,7017,9327,9327,9327,9297,9297,0,0,0,0,0,0,0,1543,0,0,737,10.48,10.07,0.19,9.81,10.78,10.28,41.65,39.28,0.67,0.89,2.84,2.6,0,0,0,0,0,0,0,0,12.82,0,0,0,0,0,1.52,0,5.33,6.46,8.76,1.89,6.36,9.79,14.75,0,0,0,0,0,0,0,3.11,0,0,1.97,23088.96
15/04/2018,15,15,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13908.6
16/04/2018,16,16,4,1,29380,24244,20,58706,53770,55678,58706,55678,20782,19856,20892,19856,40593,40847,38951,40593,40847,36214,40847,3252,1051,3736,3736,3252,3252,3252,1953,19299,49635,0,5623,5623,0,0,5539,5623,5539,5539,5623,1525,1525,1643,0,0,1174,0,17.04,14.26,0.4,11.6,10.31,16.13,64.06,52.09,5.64,7.4,23.21,22.04,42.01,15.24,6.77,36.28,14.72,7.44,4.66,8.38,2.99,7.2,1.1,8.15,8.12,8.09,3.26,14.83,5.73,0,3.94,0.81,0,0,4.86,5.96,5.95,5.4,5.03,5.51,5.51,0.17,0,0,2.96,0,33648.12
17/04/2018,16,17,4,2,31737,25962,19,61026,75671,58361,61146,58361,19453,18243,19487,18243,41789,42047,39367,41789,42047,42047,42047,5055,8794,4958,4958,4440,4440,4440,6961,12203,34464,6165,7737,7737,7737,7712,7712,0,0,0,0,2249,2249,2424,1547,1721,1184,0,13.9,9.56,0.36,11.89,14.86,12.88,51.3,48.65,5.64,8.43,27.42,25.24,43.69,14.74,6.35,37.44,15.44,8.67,4.72,14.34,13.47,8.83,1.58,12.61,12.58,12.54,8.89,11.84,4.32,5.68,6.86,1.53,4.91,7.94,10.27,0,0,0,0,8.13,8.13,0.26,3.12,5.66,2.99,0,33925.68
18/04/2018,16,18,4,3,26994,25680,21,55456,57454,52606,55457,52606,23959,22957,24068,22957,42193,42465,40451,42193,42465,37805,42465,3210,9479,3682,3682,3210,3210,3210,474,21756,44965,5895,12975,12975,7337,7313,12862,5638,5549,5549,5638,1618,1618,1743,1418,0,0,0,14.85,15.07,0.41,10.8,11.12,15.03,59.09,48.97,6.51,8.29,25.76,24.76,44.68,14.97,6.86,38.34,15.09,7.65,5.01,8.5,15.91,6.39,1.08,8.17,8.14,8.11,0.52,16.84,5.11,5.43,10.45,2.27,4.66,7.53,14.55,5.95,6.02,5.42,5.04,5.84,5.84,0.19,2.86,0,0,0,34936.2
19/04/2018,16,19,4,4,34674,28621,21,63159,81262,60419,63308,60419,20679,19418,20730,19418,46760,47057,44453,46760,47057,47057,47057,5221,8603,3483,3483,3419,3419,3419,4590,11389,40790,7068,8630,8630,8630,8603,8603,0,0,0,0,2142,2142,2308,1535,5221,0,0,15.55,11.13,0.39,12.23,15.96,13.25,52.58,50.19,5.93,8.81,28.62,26.35,48.85,16.58,7.18,41.71,17,9.5,5.47,29.07,11.16,4.49,1.42,13.16,13.13,13.1,6.88,11.2,5.08,6.51,7.63,1.71,5.48,8.86,11.45,0,0,0,0,7.74,7.74,0.25,3.09,22.8,0,0,35045.64
20/04/2018,16,20,4,5,24027,28680,22,53257,57486,50613,53258,50613,26210,25062,26318,25062,55187,55531,52314,55187,55531,55531,55531,4375,9588,5019,5019,4375,4375,4375,2234,20102,45248,5529,13161,13161,7468,7442,13050,5693,5608,5608,5693,2668,2668,2875,1176,0,1173,737,13.31,16.27,0.44,10.13,10.95,13.93,56.7,45.39,7.18,9.32,29.12,27.85,57.94,19.21,8.34,49.27,20.23,11.41,6.34,11.42,16.46,9.26,1.45,11.05,11.01,10.97,3.52,15.47,4.95,5.39,11.14,2.35,5.17,7.86,17.21,6.04,6.02,5.47,5.09,9.64,9.64,0.31,2.52,0,2.96,1.96,36233.64
21/04/2018,16,21,4,6,22394,22343,19,44803,63073,42882,44897,42882,20739,19486,20809,19486,22356,22508,22356,22356,22508,17844,22508,5046,11397,4932,4932,4432,4432,4432,3103,14127,21422,7698,9267,9267,9267,9239,9239,0,0,0,0,0,0,0,1541,1720,1168,0,9.72,8.86,0.36,8.68,12.08,9.29,38.31,35.04,5.95,8.9,28.89,26.53,22.97,9.2,4.33,20.29,7.88,3.6,2.63,14.53,17.89,8.27,1.49,12.74,12.69,12.65,2.61,13.73,2.58,7.09,8.19,1.83,5.89,9.52,12.3,0,0,0,0,0,0,0,3.11,5.65,2.95,0,29709.36
22/04/2018,16,22,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14899.68
23/04/2018,17,23,4,1,22496,25192,22,50174,50482,47628,50174,47628,22060,21049,22169,21049,40678,40933,39661,40678,40933,40933,40933,4342,2150,4982,4982,4342,4342,4342,1580,18819,38722,0,0,0,0,0,0,0,0,0,0,944,944,1017,0,0,1168,0,12.68,14.63,0.42,9.74,9.53,13.42,54.78,42.8,6.02,7.99,25.14,23.82,42.14,14.05,6.45,36.21,14.86,8.46,4.63,11.34,6.12,9.19,1.43,10.97,10.93,10.89,2.51,14.78,4.25,0,0,0,0,0,0,0,0,0,0,3.41,3.41,0.11,0,0,2.95,0,33766.2
24/04/2018,17,24,4,2,22225,22681,12,45733,62784,43953,45865,43953,17052,16000,17085,16000,32053,32257,30049,32053,32257,27579,32257,4372,5346,3988,3988,3639,3639,3639,5888,8750,27755,1215,7005,7005,4309,4275,6935,2696,2660,2660,2696,1860,1860,2004,3060,2157,1144,0,7.98,7.5,0.22,8.55,12.39,8.11,34.09,32.37,4.91,7.33,23.81,21.93,33.47,11.9,5.43,28.86,11.54,5.57,3.77,20.03,13.76,6.65,1.28,11.09,11.05,11.02,9.24,8.48,3.33,1.12,5.96,1.28,2.7,4.32,8.13,2.88,2.82,2.59,2.41,6.72,6.72,0.21,6.17,10.5,2.89,0,31746.6
25/04/2018,17,25,4,3,24127,26608,27,52246,55039,49581,52246,49581,21932,20958,22058,20958,42109,42368,39518,42109,42368,42368,42368,4247,11634,4882,4882,4247,4247,4247,1859,17398,37113,8403,15209,15209,9515,9488,15097,5694,5609,5609,5694,2406,2406,2593,1085,0,0,0,13.77,15.37,0.51,10.18,10.35,13.93,56.76,45.05,5.91,7.76,24.35,23.09,44.11,15.48,6.42,37.47,15.57,8.73,4.76,11.1,17.07,8.81,1.49,10.71,10.67,10.64,3.1,13.47,4.07,8.05,12.38,2.7,6.05,9.78,17.55,6.04,6.02,5.47,5.09,8.69,8.69,0.28,2.48,0,0,0,34092
