Fecha,Semana,DiaMes,Mes,DiasSem,KG_15EMPA09,KG_15EMPA10,KG_15PREM01,KG_15MEZC08,KG_15MOLI07,KG_15AHUM10,KG_15FORM02,KG_15SEPA02,KG_15MEZC06,KG_15AHUM01,KG_15FORM01,KG_15SEPA01,KG_15AHUM09,KG_15EMBU01,KG_15EMPM06,KG_15TUNE01,KG_15MEZC07,KG_15MOLI01,KG_15MOLI06,KG_15EMPA11,KG_15EMPM01,KG_15MEZC05,KG_15MOLI03,KG_15HORN01,KG_15PORC03,KG_15TUNE03,KG_15EMPA06,KG_15EMPA02,KG_15MOLI02,KG_15SELL02,KG_15MEZC04,KG_15MOLI08,KG_15TUNE02,KG_15PORC01,KG_15TUNE04,KG_15EMBU03,KG_15EMPA08,KG_15EMPM05,KG_15COCI01,KG_15EMPA04,KG_15TAJA02,KG_15EMUL01,KG_15SELL05,KG_15DOSI01,KG_15SELL06,KG_15SELL03,Hrs_15EMPA09,Hrs_15EMPA10,Hrs_15PREM01,Hrs_15MEZC08,Hrs_15MOLI07,Hrs_15AHUM10,Hrs_15FORM02,Hrs_15SEPA02,Hrs_15MEZC06,Hrs_15AHUM01,Hrs_15FORM01,Hrs_15SEPA01,Hrs_15AHUM09,Hrs_15EMBU01,Hrs_15EMPM06,Hrs_15TUNE01,Hrs_15MEZC07,Hrs_15MOLI01,Hrs_15MOLI06,Hrs_15EMPA11,Hrs_15EMPM01,Hrs_15MEZC05,Hrs_15MOLI03,Hrs_15HORN01,Hrs_15PORC03,Hrs_15TUNE03,Hrs_15EMPA06,Hrs_15EMPA02,Hrs_15MOLI02,Hrs_15SELL02,Hrs_15MEZC04,Hrs_15MOLI08,Hrs_15TUNE02,Hrs_15PORC01,Hrs_15TUNE04,Hrs_15EMBU03,Hrs_15EMPA08,Hrs_15EMPM05,Hrs_15COCI01,Hrs_15EMPA04,Hrs_15TAJA02,Hrs_15EMUL01,Hrs_15SELL05,Hrs_15DOSI01,Hrs_15SELL06,Hrs_15SELL03,energia
25/03/2020,13,25,3,3,22044,23993,27,40491,72051,38551,40492,38551,39605,38060,39827,38060,86822,87903,84816,86822,88227,86504,81676,5574,6060,5837,5837,5169,5169,5169,2559,27433,23480,0,8438,8438,3918,3883,8334,4520,4451,4451,4520,1843,1843,62652,3076,1133,1183,807,11.59,12.23,0.53,7.75,13.67,10.16,42.46,35.61,10.29,14.61,46.15,40.18,76.54,53.7,30.59,71.34,29.72,17.43,15.24,15.38,17.71,10.36,1.77,14.02,13.97,13.93,2.03,21.09,2.57,0,7.48,1.53,2.92,4.14,11.73,4.78,4.8,4.34,4.04,8.28,8.28,19.78,6.5,3.72,2.98,2.15,43652.16
26/03/2020,13,26,3,4,24934,27627,35,49358,75183,46892,49381,46892,33709,32476,33878,32476,95464,96517,91629,95464,96850,95078,79218,3313,2872,3807,3807,3313,3313,3313,2080,24127,16952,186,7554,7554,1825,1806,7450,5729,5644,5644,5729,3524,3524,58078,1620,0,1197,0,13.02,14.06,0.65,9.98,14.42,12.69,54.36,45.42,8.83,12.07,37.53,33.4,86.52,50.36,25.89,79.7,32.82,18.85,14.24,8.54,8.31,7.33,1.12,8.3,8.27,8.24,2.75,19.03,1.99,0.32,5.8,1.21,1.13,1.81,7.4,6.08,6.06,5.51,5.12,13.8,13.8,20.41,3.27,0,3.02,0,44144.28
27/03/2020,13,27,3,5,22959,24816,22,47119,54697,44642,47120,44642,29668,28840,29728,28840,97118,98438,92910,97118,99099,90956,94719,6626,6540,7613,7613,6626,6626,6626,2569,22376,33286,0,5887,5887,4419,4374,5815,1467,1441,1441,1467,3866,3866,60855,4374,0,2346,0,13.36,15.87,0.41,9.44,10.85,14.1,58.25,46.29,7.31,11.36,34.84,27.77,89.58,53.87,26.09,81.96,33.76,18.45,15.63,17.08,19.92,14.64,2.23,16.6,16.55,16.49,2.04,16.72,3.74,0,5.35,1.15,2.74,4.37,7.13,1.53,1.6,1.41,1.31,13.17,13.17,17.64,8.82,0,5.92,0,43647.48
28/03/2020,13,28,3,6,26493,24436,28,41268,67203,39114,41297,39114,42456,40937,42363,40937,99522,100306,97653,99522,100306,95649,89248,3230,5102,3791,3791,3230164,3230164,3230164,262,28022,25875,0,4501,4501,4501,4455,4455,0,0,0,0,1718,1718,63366,4455,0,2583,0,14.59,14.49,0.53,8.41,13.58,12,50.44,38.98,10.63,15.95,49.05,39.71,85.91,53.05,28.6,82.32,33.54,19.31,14.86,12.56,17.29,8.55,1.81,11.05,11.1,11.14,0.29,20.5,2.93,0,4.4,0.96,2.79,4.45,6.03,0,0,0,0,8.02,8.02,19.76,8.98,0,8.54,0,41085.36
29/03/2020,13,29,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18445.68
30/03/2020,14,30,3,1,27378,25563,20,43558,62566,41385,43559,41385,32811,31689,32931,31689,94235,95263,91999,94235,95595,89174,91269,5597,1309,5862,5862,5182,5182,5182,490,18940,33036,192,4586,4586,194,192,4524,4392,4332,4332,4392,2055,2055,53907,0,1181,1193,0,14.06,14.38,0.38,8.33,11.7,11.73,48.96,39.64,8.46,12.52,39.67,33.44,86.16,50.85,26.08,80.41,32.36,18.02,16.09,16.58,3.36,10.88,1.86,13.96,13.92,13.88,0.54,16.19,3.6,0.33,3.27,0.67,0.12,0.19,4.12,4.69,4.6,4.22,3.93,9.04,9.04,16.89,0,4.52,3.01,0,39514.32
31/03/2020,14,31,3,2,29581,23866,15,49672,59748,47423,49751,47423,29401,28588,29498,28588,93330,94781,90994,93330,95450,87218,73030,6799,2248,7236,7236,6389,6389,6389,6706,15020,43122,0,7511,7511,0,0,7394,7511,7394,7394,7511,2147,2147,54362,0,1148,2368,0,14.47,12.69,0.28,9.7,11.79,12.22,50.14,41.19,7.33,10.67,33.25,26.93,85,54.08,29.49,77.61,32.23,17.22,11.41,18.48,6.4,13.31,2.15,17.07,17.01,16.95,8.5,10.06,4.96,0,5.26,1.08,0,0,6.44,7.94,7.99,7.22,6.72,7.31,7.31,19.48,0,3.77,5.97,0,43809.48
01/04/2020,14,1,4,3,28094,24411,17,47856,79525,45761,47885,45761,42255,40640,42099,40640,95610,96635,93325,95610,96968,92932,90442,3182,1363,3735,3735,3182283,3182283,3182283,2458,30634,38123,0,721,721,721,718,718,0,0,0,0,2100,2100,54157,0,0,2537,718,12.61,11.66,0.31,8.77,15.78,10.55,43.44,37.57,11.08,15.54,48.52,41.39,87.46,54.24,27.79,80.98,33.27,18.86,15.72,12.39,4.91,8.42,1.78,10.9,10.94,10.99,1.94,23.76,4.23,0,1.13,0.19,0.88,0.95,3.27,0,0,0,0,9.19,9.19,17.56,0,0,8.39,1.92,41225.76
02/04/2020,14,2,4,4,29970,22669,18,45042,70938,43038,45085,43038,33024,32118,33145,32118,91426,92452,89400,91426,92784,88685,77065,6701,2208,7699,7699,6701,6701,6701,586,21198,34123,0,2863,2863,0,0,2824,2863,2824,2824,2863,1861,1861,52223,0,0,2344,0,13.7,11.11,0.33,8.39,14.03,9.87,40.3,35.64,8.31,11.9,37.07,30.64,82.41,48.18,25.56,76.17,31.38,17.64,12.79,17.27,6.29,14.8,2.26,16.79,16.73,16.68,0.64,16.32,3.87,0,2.01,0.41,0,0,2.52,3.06,3,2.75,2.56,6.34,6.34,18.01,0,0,5.91,0,42099.12
03/04/2020,14,3,4,5,24217,25766,26,46109,74053,43974,46125,43974,36807,35879,36951,35879,95011,96073,92697,95011,96406,89972,92191,7916,3457,8517,8517,7504,7504,7504,4167,24932,33854,0,0,0,0,0,0,0,0,0,0,2127,2127,51549,0,1152,1183,0,12.75,13.6,0.48,8.65,14.63,11.27,47.03,39.82,8.89,12.86,39.61,31.52,87.9,53.42,29.24,81.12,33.17,18.41,15.15,21.53,9.84,15.14,2.59,19.94,19.87,19.8,4.25,17.03,3.73,0,0,0,0,0,0,0,0,0,0,7.25,7.25,15.8,0,3.79,2.98,0,42731.28
04/04/2020,14,4,4,6,18375,22549,20,36590,74054,34823,36591,34823,45689,44004,45800,44004,100238,100959,97860,100238,100959,98686,92090,7800,3309,8954,8954,7800,7800,7800,2798,34316,27884,0,0,0,0,0,0,0,0,0,0,2185,2185,54707,0,0,2333,0,10.08,12.07,0.38,6.85,14.63,9.33,38.9,32.25,11.9,18.01,56.39,46.82,88.81,49.4,23.72,83.68,34.31,19.97,14.23,20.26,9.42,16.81,2.6,19.64,19.57,19.5,4.54,25.24,3.02,0,0,0,0,0,0,0,0,0,0,7.44,7.44,16.6,0,0,5.89,0,42352.2
05/04/2020,14,5,4,7,23907,27070,25,47261,85221,45232,47278,45232,37959,36033,38121,36033,97439,98349,97439,97439,98683,96906,98683,5585,2172,6408,6408,5585,5585,5585,1202,28506,38482,0,0,0,0,0,0,0,0,0,0,0,0,47540,0,0,2349,0,11.89,12.38,0.46,8.33,16.56,9.81,40.85,36.76,10.4,15.25,48.68,43.48,87.01,41.83,19.92,81.04,33.67,19.83,16.39,14.46,6.18,12.22,1.82,14.05,14,13.95,1.32,25.78,4.15,0,0,0,0,0,0,0,0,0,0,0,0,14.17,0,0,5.93,0,37559.88
06/04/2020,15,6,4,1,18784,20191,30,25052,62180,23707,25053,23707,48018,46346,48008,46346,100954,101669,99578,100954,101669,99358,99641,4135,1404,4846,4846,4135477,4135477,4135477,1563,28743,14920,0,750,750,750,747,747,0,0,0,0,1264,1264,53159,0,0,3479,747,10.06,10.71,0.56,5.13,12.12,7.38,30.78,22.7,11.93,16.73,51.96,42.91,89.09,47.47,24.72,83.28,34.37,20.17,16.81,15.68,5.03,11,2.18,13.94,13.98,14.02,2.17,19.06,1.65,0,1.18,0.2,0.92,0.99,3.4,0,0,0,0,4.31,4.31,15.83,0,0,11.5,1.99,41362.92
07/04/2020,15,7,4,2,21678,18908,27,31628,73937,30072,31662,30072,47461,45868,47579,45868,101290,102363,101290,101290,102691,98717,98321,7854,3300,9016,9016,7854,7854,7854,4470,30081,17780,0,0,0,0,0,0,0,0,0,0,0,0,54052,0,0,2381,0,11.24,10.43,0.5,6.29,14.51,8.41,35.73,29.34,12.16,18.06,56.11,46.84,90.06,49.33,26.41,84.45,34.54,20.05,16.74,20.39,9.4,16.94,2.62,19.77,19.7,19.63,7.01,22.72,2.02,0,0,0,0,0,0,0,0,0,0,0,0,16.84,0,0,6.01,0,41694.48
08/04/2020,15,8,4,3,21214,19774,15,40363,78541,38627,40407,38627,40677,39253,40692,39253,100825,102217,100825,100825,102883,94688,98613,6776,3031,7215,7215,6373,6373,6373,4466,31665,30451,0,816,816,816,812,812,0,0,0,0,0,0,54997,0,1163,2339,812,10.29,10.15,0.29,7.4,15.76,9.09,38.22,35.02,10.61,15.96,49.73,41.17,91.07,52.73,27.8,84.12,34.84,19.3,16.76,20.58,8.17,13.26,2.15,17.05,16.99,16.93,4.56,24.41,3.41,0,1.28,0.21,1,1.07,3.7,0,0,0,0,0,0,17.35,0,4.86,5.9,2.17,42009.48
09/04/2020,15,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14722.2
10/04/2020,15,10,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15704.64
11/04/2020,15,11,4,6,23311,20760,20,36588,65661,34956,36640,34956,39588,38143,39689,38143,97620,98679,97620,97620,99011,94935,90252,7906,7151,9076,9076,7906,7906,7906,2852,25512,28090,390,3847,3847,3847,3812,3812,0,0,0,0,0,0,49037,2700,0,2392,722,10.88,10.09,0.38,7.05,12.33,9.18,38.48,34.79,10.36,15.28,48.54,41.1,87.5,50.27,25.7,81.11,33.59,19.23,14.48,20.53,20.02,17.05,2.64,19.9,19.83,19.76,2.34,20.37,3.22,0.67,4.19,0.86,2.82,4.04,7.47,0,0,0,0,0,0,15.98,5.44,0,6.03,1.93,38786.4
12/04/2020,15,12,4,7,19759,19455,45,25754,59866,24234,25756,24234,34111,32252,34366,32252,106793,107444,106793,106793,107444,107444,107444,7836,5583,8973,8973,7836,7836,7836,857,16070,0,0,0,0,0,0,0,0,0,0,0,0,0,54372,0,0,1156,0,12.76,12.2,0.85,5.63,10.43,8.76,38.14,30.22,9.31,13.68,44.21,40.25,94.25,44.24,20.19,87.97,36.09,21.92,18.74,20.8,15.9,15.61,2.53,20,19.92,19.84,0.94,15.67,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39,0,0,2.92,0,39490.56
13/04/2020,16,13,4,1,30803,19832,17,43740,69495,41839,43807,41839,33274,32090,33089,32090,96239,97624,96239,96239,98291,92458,94076,4983,5433,5832,5832,4983160,4983160,4983160,1629,20971,33507,0,10741,10741,4853,4803,10597,5888,5794,5794,5888,0,0,48910,4803,0,4353,0,13.59,9.72,0.31,8.29,13.45,10.01,42.59,39.54,8.65,12.1,37.8,32.16,88.88,54.59,29.76,80.97,33.59,18.81,15.41,18.52,18.3,13.31,2.5,16.6,16.63,16.67,2.22,17.12,3.84,0,8.87,1.88,3.01,4.8,11.52,6.21,6.28,5.66,5.27,0,0,15.45,9.68,0,14.39,0,43710.48
14/04/2020,16,14,4,2,31948,25172,18,49469,80422,47324,49537,47324,38937,37997,39058,37997,99999,100681,99999,99999,100681,96041,96579,7726,4398,8863,8863,7726,7726,7726,1019,26383,37923,0,0,0,0,0,0,0,0,0,0,0,0,59720,0,0,1202,0,14.34,11.53,0.34,9.33,15.56,11.09,46.38,43.02,9.69,13.76,42.86,35.08,85.32,51.12,26.51,81.58,33.6,19.59,15.63,20.29,12.52,15.94,2.58,19.57,19.5,19.43,1.53,18.88,4.29,0,0,0,0,0,0,0,0,0,0,0,0,17.38,0,0,3.03,0,43136.28
15/04/2020,16,15,4,3,21516,24771,16,53955,53154,51555,53983,51555,9808,9329,9808,9329,103566,104612,103566,103566,104950,100889,102976,7728,10763,8874,8874,7728,7728,7728,5205,9066,42677,0,6376,6376,6376,6310,6310,0,0,0,0,0,0,54645,6310,0,0,0,11.24,12.87,0.31,9.94,10.37,12.82,53.8,49.64,2.81,4.05,12.88,11.69,91.18,49.84,26.5,85.77,35.5,20.59,16.92,20.3,32.52,15.76,2.67,19.56,19.49,19.43,6.5,7.69,4.71,0,6.23,1.36,3.96,6.31,8.54,0,0,0,0,0,0,16.28,12.72,0,0,0,41765.4
16/04/2020,16,16,4,4,23115,25272,24,49077,58780,46726,49112,46726,26041,25230,26144,25230,98889,99655,98889,98889,99655,97391,99655,7925,9662,9098,9098,7925,7925,7925,541,22535,32813,300,6377,6377,6377,6311,6311,0,0,0,0,0,0,58726,6011,0,2383,0,12.21,13.19,0.47,9.63,11.27,13.09,55.58,50.19,6.7,8.87,27.5,24.2,85.13,48.45,26.39,81.12,33.26,19.85,18.13,20.58,28.73,17.08,2.64,19.95,19.88,19.81,0.59,16.31,3.69,0.52,6.23,1.36,3.96,6.31,8.54,0,0,0,0,0,0,17.66,12.12,0,6.01,0,43501.32
17/04/2020,16,17,4,5,22152,26410,25,44918,80837,42903,44941,42903,44020,41694,43726,41694,98577,99646,98577,98577,99972,95919,99972,4730,6846,5566,5566,4730281,4730281,4730281,352,35144,32829,0,5626,5626,5626,5573,5573,0,0,0,0,0,0,58820,4777,0,3457,796,10.97,11.97,0.49,8.34,15.53,10.29,43.15,39.08,12.04,15.89,49.98,46.04,86.35,49.45,26.77,82.52,33.5,19.69,18.08,19.14,23.29,12.4,2.9,16.59,16.69,16.79,0.38,27.42,3.61,0,5.97,1.24,3.97,5.83,10.09,0,0,0,0,0,0,17.69,10.12,0,11.43,2.12,42891.12
18/04/2020,16,18,4,6,22046,25403,32,42482,79008,40478,42518,40478,38920,37332,39096,37332,97022,98379,97022,97022,99045,90800,94869,7952,3722,9121,9121,7952,7952,7952,5150,24610,20271,405,6240,6240,406,405,6153,5834,5748,5748,5834,0,0,49791,0,0,3541,0,11.53,12.89,0.6,8.3,14.71,10.74,45.76,39.97,10.31,14.8,47.01,41.17,89.87,53.54,26.07,81.38,33.77,18.53,15.9,20.64,9.81,17.32,2.56,20.04,19.97,19.89,6.06,19.55,2.34,0.37,4.44,0.92,0.26,0.42,5.59,6.19,6.17,5.61,5.22,0,0,15.93,0,0,8.93,0,43493.76
19/04/2020,16,19,4,7,0,0,5,0,0,0,0,0,0,0,0,0,101924,102505,101924,101924,102505,102505,102505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63767,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,85.11,44.81,20.53,81.69,34.16,21.09,15.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.94,0,0,0,0,27894.6
20/04/2020,17,20,4,1,28770,24876,26,44038,72878,42087,44110,42087,36809,35428,36925,35428,100361,101411,98580,100361,101741,95251,92844,7940,10759,9106,9106,7940,7940,7940,0,23305,33039,5886,7430,7430,7430,7405,7405,0,0,0,0,1647,1647,51521,1519,0,3529,0,13.72,11.8,0.48,8.43,13.93,10.42,44.04,39.48,9.8,13.46,42.16,37.88,92.19,49.55,25.27,85.14,34.47,19.17,14.94,20.62,19.6,17.27,2.56,20.02,19.94,19.86,0,18.45,3.77,5.42,6.6,1.47,4.72,7.62,9.86,0,0,0,0,5.82,5.82,16.38,3.06,0,8.9,0,42120.36
21/04/2020,17,21,4,2,35482,31932,29,53968,83917,51582,53995,51582,40638,39662,40855,39662,96280,97258,94481,96280,97590,91125,93257,6905,12070,7344,7344,6487,6487,6487,4296,18843,35468,6141,9834,9834,9834,9792,9792,0,0,0,0,1653,1653,51567,2868,1188,2370,783,15.49,13.58,0.56,10.11,16.24,12.05,50.36,45.51,9.9,12.9,39.66,34.23,87.36,51.28,27.16,81.05,33.27,18.58,16.16,19.97,22.79,13.49,2.19,17.35,17.29,17.23,5.07,11.54,3.94,5.65,9.38,2.02,6.68,10.26,15.59,0,0,0,0,5.63,5.63,16.4,5.78,4.48,5.98,2.09,43832.88
22/04/2020,17,22,4,3,27308,28674,22,50329,80085,48158,50425,48158,37755,36155,37856,36155,102544,103333,100707,102544,103333,98736,99019,7827,16819,8979,8979,7827,7827,7827,2877,24765,35865,9312,12413,12413,12413,12367,12367,0,0,0,0,1698,1698,56024,3055,0,1168,0,12.54,12.87,0.42,9.6,15.27,11.27,47.65,43.57,10.1,14.92,47.67,41.08,91.48,50.2,27.23,85.14,34.96,20.05,17.35,20.55,30.63,16.15,2.62,19.83,19.76,19.69,4.63,19.47,4.14,8.57,11.08,2.47,7.87,12.7,16.49,0,0,0,0,5.99,5.99,17.49,6.16,0,2.95,0,44530.2
23/04/2020,17,23,4,4,27845,28755,21,57412,81740,54775,57413,54775,32472,31243,32315,31243,97908,99038,95749,97908,99371,92951,95017,5003,13079,5857,5857,5003397,5003397,5003397,597,28167,38415,6222,12506,12506,12506,12432,12432,0,0,0,0,1984,1984,51915,6210,0,4356,0,13.85,13.64,0.4,10.75,15.76,13.4,56.22,51.57,8.45,11.77,36.88,31.19,90.04,54.2,31.48,82.64,34.06,18.95,15.92,18.63,28.39,13.36,2.52,16.69,16.72,16.75,0.65,21.83,4.19,5.73,11.52,2.55,7.87,12.66,16.66,0,0,0,0,6.76,6.76,16.19,12.52,0,14.4,0,43367.04
24/04/2020,17,24,4,5,31618,29875,25,56560,73890,54071,56652,54071,30880,29713,30983,29713,111882,112535,109987,111882,112535,112535,112535,7769,17191,8896,8896,7769,7769,7769,0,21770,35802,4686,11764,11764,11764,11689,11689,0,0,0,0,1741,1741,64847,6240,0,1186,763,14.31,12.93,0.47,10.97,14.46,12.85,54.38,50.06,8.3,11.45,35.81,32.16,96.42,49.83,22.48,92.26,38.16,23.1,18.63,20.61,41.23,15.5,2.51,19.83,19.75,19.67,0,17.02,4.15,4.31,11.42,2.46,7.84,12.1,18.14,0,0,0,0,5.93,5.93,18.17,12.58,0,2.99,2.04,44014.68
25/04/2020,17,25,4,6,26581,31469,36,52365,75998,49762,52383,49762,31656,30533,31832,30533,96129,97577,96129,96129,98238,94721,93884,7885,18104,9029,9029,7885,7885,7885,1639,20035,24573,4713,12601,12601,12601,12513,12513,0,0,0,0,0,0,58477,7800,0,1181,0,14.74,16.63,0.69,10.32,14.23,14.06,60.14,52.7,8.08,11.33,35.77,30.75,85.66,49.66,27.32,78.92,32.83,19.14,17.61,20.92,44.67,15.72,2.54,20.12,20.04,19.96,2.4,14.08,2.71,4.34,11.78,2.6,7.9,12.68,16.81,0,0,0,0,0,0,18.83,16.51,0,2.98,0,43946.64
26/04/2020,17,26,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7755,4430,8896,8896,7755,7755,7755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.37,12.62,15.99,2.59,19.65,19.58,19.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,22046.04
27/04/2020,18,27,4,1,30948,26414,18,57836,70775,55389,57951,55389,31959,30742,32039,30742,98592,99959,96753,98592,100626,92428,100626,7805,3280,8961,8961,7805,7805,7805,2809,25370,46760,0,10365,10365,0,0,10210,10365,10210,10210,10365,1690,1690,51619,0,0,2348,0,14.26,11.62,0.35,11.12,13.85,13.26,55.54,51.64,8.6,11.66,36.47,32.97,91.77,50,25.26,83.61,34.4,18.97,17.27,20.26,9.34,16.83,2.61,19.65,19.58,19.51,2.28,19.37,5.44,0,7.26,1.49,0,0,8.95,10.98,10.98,9.96,9.27,5.76,5.76,15.38,0,0,5.92,0,43045.2
28/04/2020,18,28,4,2,36901,36753,24,69733,81344,66702,69838,66702,25183,24079,25331,24079,100470,101469,98602,100470,101802,95308,99744,7743,14709,8905,8905,7743,7743,7743,606,15997,41280,6522,12636,12636,12636,12561,12561,0,0,0,0,1716,1716,58234,6039,0,2346,0,16.15,14.95,0.47,13.38,15.97,15.07,63.59,58.79,6.7,9.17,29.09,26.67,90.73,51.12,25.38,84.19,34.53,19.54,17.46,19.88,30.96,17.25,2.67,19.34,19.28,19.22,0.66,12.68,4.77,6.2,11.64,2.57,7.95,12.79,16.83,0,0,0,0,5.85,5.85,17.6,12.18,0,5.92,0,44622.36
29/04/2020,18,29,4,3,24704,22118,21,47914,70365,45820,48022,45820,36011,34992,36101,34992,101351,102700,99384,101351,103339,95214,103339,6864,14052,7271,7271,6426,6426,6426,180,33094,38981,4665,11892,11892,11892,11816,11816,0,0,0,0,1818,1818,49338,6309,1228,2342,842,12.12,10.69,0.42,9.37,13.58,11.65,49.49,45.39,9.22,12.47,38.66,32.98,94.06,48.17,23.98,85.87,35.43,19.56,16.89,18.71,32.31,13.35,2.17,17.22,17.16,17.11,0.2,22.33,4.57,4.3,11.6,2.49,7.97,12.25,18.56,0,0,0,0,6.4,6.4,14.33,12.72,4.03,5.91,2.25,44345.52
30/04/2020,18,30,4,4,36883,32266,16,62979,82865,60352,63091,60352,30739,29666,30614,29666,106730,107387,104832,106730,107387,102694,105368,4973,12367,5821,5821,4973037,4973037,4973037,1698,18445,50392,9402,11771,11771,11771,11737,11737,0,0,0,0,1743,1743,65302,1566,0,4343,769,14.42,12.89,0.34,11.67,16.42,13.36,56.04,52.66,7.78,10.06,31.18,27.56,93.24,50.85,25.19,87.92,35.88,20.91,18.66,18.49,18.3,13.29,2.49,16.57,16.6,16.63,2.69,13.81,5.75,8.66,10.9,2.37,7.94,12.32,18.1,0,0,0,0,5.94,5.94,19.25,3.16,0,14.36,2.05,43932.96
01/05/2020,18,1,5,5,34061,30703,20,55446,77695,52966,55489,52966,35649,34322,35702,34322,113446,114155,113446,113446,114155,114155,109945,7864,16057,9018,9018,7864,7864,7864,3871,18024,41324,3549,12863,12863,12863,12759,12759,0,0,0,0,0,0,68035,9210,0,3501,0,15.14,14.37,0.38,10.39,15.06,12.95,54.46,50.35,9.57,13.37,42,37.7,96.94,54.45,24.09,92.3,38.32,23.27,19.5,20.41,41.55,17.12,2.53,19.82,19.74,19.67,5.98,16.62,4.6,3.53,12.21,2.68,8.04,12.88,17.18,0,0,0,0,0,0,21.06,18.57,0,8.83,0,44408.16
02/05/2020,18,2,5,6,33902,31315,24,59200,65404,56433,59233,56433,22626,21838,22713,21838,97112,98395,95455,97112,99057,90830,92487,7826,4389,8969,8969,7826,7826,7826,2566,10035,33149,0,11015,11015,0,0,10857,11015,10857,10857,11015,1520,1539,53808,0,0,2355,0,16.59,15.36,0.45,11.55,12.54,14.76,62.47,56.53,5.82,8.55,27.09,23.02,90.33,52.77,26.31,81.64,33.72,18.3,15.41,20.54,12.5,16.34,2.52,19.85,19.77,19.69,2.02,8.54,3.74,0,7.71,1.59,0,0,9.6,11.71,11.59,10.58,9.85,5.49,5.54,17.09,0,0,5.94,0,45404.28
03/05/2020,18,3,5,7,1519,2225,4,4064,6786,3816,4064,3816,2722,2542,2722,2542,90250,90888,90250,90250,90888,90888,54901,3346,3346,3822,3822,3346,3346,3346,296,2259,0,0,0,0,0,0,0,0,0,0,0,0,0,86042,0,0,0,0,1.25,1.78,0.08,0.89,1.18,1.51,6.66,5.6,0.82,1.26,4.11,3.77,67.65,57.68,29.15,68.43,28.96,17.46,11.67,9.07,9.53,6.13,1.04,8.66,8.62,8.58,0.32,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,31.84,0,0,0,0,29234.88
04/05/2020,19,4,5,1,31772,33083,27,59859,72917,57099,59909,57099,23842,23171,23918,23171,101832,102438,99954,101832,102438,100151,98172,7667,17842,8788,8788,7667,7667,7667,2098,12818,35860,9243,12388,12388,12388,12342,12342,0,0,0,0,1736,1736,56132,3099,0,0,0,15.43,15.87,0.51,11.5,14.2,14.4,61.2,55.36,6.1,8.2,25.3,22.1,89.94,48.61,22.75,85.15,34.93,20.46,15.2,20.36,33.69,15.1,2.56,19.55,19.47,19.4,3.5,9.18,4.03,8.51,11.06,2.47,7.85,12.68,16.46,0,0,0,0,6.12,6.12,16.26,6.25,0,0,0,44116.56
05/05/2020,19,5,5,2,33109,31042,23,57729,77373,55191,57798,55191,30472,29078,30419,29078,99000,100050,97052,99000,100360,96478,84882,4734,12960,5539,5539,4734358,4734358,4734358,2447,17120,32817,9285,12471,12471,12471,12424,12424,0,0,0,0,1790,1790,53783,3139,0,4198,0,14.56,12.88,0.45,11.11,15,12.55,53.15,48.97,7.99,11.01,34.88,30.94,91.55,53.32,28.31,83.49,33.83,19.17,13.26,17.45,20.91,12.67,2.32,15.69,15.72,15.74,3.74,13.02,3.79,8.55,11.14,2.48,7.91,12.76,16.57,0,0,0,0,6.1,6.1,17.88,6.77,0,13.88,0,42975
